,Temporal Difference Loss,Mean Reward,Epsilon,Mean Durations
0,0.0,-607.3641967773438,0.8995793461799622,16.200000762939453
1,15.899516105651855,-633.5164184570312,0.8991546630859375,17.799999237060547
2,23.51677894592285,-588.4514770507812,0.8987302184104919,15.800000190734863
3,27.245363235473633,-531.2002563476562,0.8983059525489807,4.599999904632568
4,30.757949829101562,-613.2415771484375,0.8978818655014038,16.799999237060547
5,41.98325729370117,-689.9985961914062,0.8974580764770508,29.399999618530273
6,26.784732818603516,-582.5291137695312,0.8970344066619873,13.800000190734863
7,41.5352783203125,-560.6556396484375,0.8966110348701477,10.399999618530273
8,30.35598373413086,-623.5396728515625,0.8961878418922424,17.399999618530273
9,30.0936336517334,-696.3320922851562,0.8957648277282715,33.599998474121094
10,41.06372833251953,-607.258056640625,0.8953420519828796,18.399999618530273
11,22.429325103759766,-613.3897094726562,0.8949195146560669,19.399999618530273
12,26.06641387939453,-590.8271484375,0.8944971561431885,15.0
13,33.10615539550781,-570.7903442382812,0.8940749764442444,10.399999618530273
14,25.73244857788086,-550.8585815429688,0.8936530351638794,7.800000190734863
15,36.317657470703125,-582.4700927734375,0.8932313323020935,13.800000190734863
16,39.544639587402344,-581.9801635742188,0.8928098082542419,13.399999618530273
17,14.67378044128418,-543.9574584960938,0.8923885226249695,7.0
18,32.07450866699219,-537.452392578125,0.8919674158096313,6.0
19,25.478029251098633,-668.0645141601562,0.8915465474128723,21.0
20,31.550472259521484,-565.7424926757812,0.8911259174346924,9.800000190734863
21,14.39319896697998,-664.4815673828125,0.8907054662704468,25.0
22,27.85647964477539,-549.3674926757812,0.8902851939201355,8.0
23,14.71621322631836,-548.2742309570312,0.8898651599884033,7.400000095367432
24,20.809844970703125,-605.4039916992188,0.8894453048706055,15.0
25,27.38284683227539,-606.173828125,0.8890256881713867,18.600000381469727
26,33.929710388183594,-531.2308959960938,0.8886063098907471,4.800000190734863
27,30.366575241088867,-548.303955078125,0.8881871104240417,7.400000095367432
28,23.535480499267578,-517.8924560546875,0.8877680897712708,2.799999952316284
