,duration,reward
801,12,-560.2834261026923
802,39,-748.4350068162488
803,1,-506.1235145365946
804,40,-706.0792045036137
805,19,-592.1491980478174
806,35,-106.76616159347913
807,9,-550.4915185900993
808,44,-693.0009290498767
809,51,-178.34097184714074
810,5,-525.79519275638
811,37,-702.6850534439754
812,60,-775.92357755724
813,3,-517.7331360204619
814,47,-730.642891806347
815,12,-568.3372360731544
816,55,-178.92709756688453
817,5,-527.7570766922879
818,2,-511.3113276367596
819,1,-506.1260549665105
820,38,-628.135383385244
821,7,-540.873723846489
822,2,-511.31176092315206
823,3,-517.4838586944505
824,20,-589.2811832613827
825,22,-607.6934761883902
826,3,-518.2905119730751
827,71,-214.31447415994822
828,99,-442.2152881273603
829,3,-518.2945056738984
830,32,-660.5125291862803
831,20,-604.6808388690274
832,18,-622.7933575250787
833,2,-511.30441754159335
834,43,-173.2473891736944
835,71,-787.781510332658
836,40,-666.9545721169018
837,34,-661.2208770069441
838,1,-506.1266914950297
839,30,-132.10660544262436
840,48,-710.3298020693344
841,75,-248.78705105365148
842,5,-529.9158553439804
843,4,-520.4939784612319
844,85,-378.66230835282704
845,1,-506.12655873680615
846,85,-331.22664171234425
847,9,-543.9962986321503
848,1,-506.1271278292986
849,1,-506.1234630272416
850,5,-530.2994040856149
851,2,-512.9749418505564
852,1,-506.1210939139271
853,1,-506.1235003347142
854,46,-698.1778948687808
855,1,-506.1275411034046
856,7,-541.1071887166498
857,5,-530.2545192587161
858,17,-578.4061541013074
859,9,-556.5130126389168
860,29,-637.3654757602066
861,3,-519.7658355530577
862,1,-506.12206805434687
863,1,-506.123481383271
864,2,-511.30860765830585
865,49,-172.42693773582766
866,1,-506.1245298939741
867,1,-506.1234946559596
868,29,-113.51201207153134
869,1,-506.1266808931693
870,17,-561.83682393503
871,99,-362.36811874338827
872,5,-529.4967124809601
873,3,-517.4765468752157
874,19,-596.0084103878038
875,59,-740.5598193055181
876,72,-232.11015838827564
877,89,-328.3339460383817
878,98,-325.27319118306053
879,5,-527.9165920200599
880,4,-521.0685208147139
881,73,-234.97856183031462
882,52,-172.3538926139938
883,3,-518.5658020805656
884,37,-149.2127458042984
885,69,-237.76614149873046
886,8,-544.3404260591325
887,17,-573.6590602943079
888,4,-523.8415162018731
889,2,-511.31175313955197
890,28,-639.0953647379825
891,2,-511.314590123845
892,64,-742.341601611269
893,20,-619.2634280657867
894,1,-506.12602539488205
895,20,-598.4837924569624
896,5,-530.5442035730705
897,37,-113.03636991734736
898,17,-598.8433299626156
899,1,-506.12622901447656
900,17,-565.8815284968213
901,4,-523.2523886878326
902,26,-649.0835612500883
903,30,-661.4695881462355
904,1,-506.12400963462187
905,40,-137.57798671600855
906,1,-506.12711766621214
907,1,-506.1234650716102
908,35,-119.81043238446468
909,5,-533.0305231426338
910,49,-727.8924364888387
911,7,-537.8704148525529
912,1,-506.1245499249315
913,28,-651.3363898124526
914,11,-551.072990413633
915,2,-511.65467408352754
916,8,-547.3309084204255
917,32,-99.52520959461765
918,1,-506.12712105023235
919,1,-506.1234650527952
920,4,-524.7963077342788
921,1,-506.1221972286501
922,18,-608.7258985528922
923,39,-122.79866602132486
924,13,-572.1414841295787
925,47,-165.64769824043012
926,6,-533.7058842882636
927,55,-710.5909429905204
928,1,-506.12669335560906
929,13,-574.3426130922237
930,25,-616.5521672563805
931,12,-558.3736107031268
932,4,-520.5023410335991
933,71,-282.66649531537
934,15,-575.6413890083302
935,11,-557.7749730674019
936,2,-511.31042405742403
937,23,-83.08621482358618
938,23,-635.0218846212126
939,6,-531.6075736211329
940,21,-579.241151663432
941,2,-511.31494816421457
942,82,-760.7306055144213
943,6,-529.1590013507121
944,4,-525.7724115118584
945,4,-525.9253911524363
946,95,-905.1207328099754
947,1,-506.12747273816035
948,1,-506.1234632369629
949,8,-556.0492674074288
950,2,-511.30667655663717
951,9,-554.323495010864
952,2,-512.6702077705539
953,63,-179.7048629116534
954,18,-598.6854278468222
955,46,-720.5859919038445
956,65,-216.55277041023174
957,43,-148.1810780533249
958,38,-135.02068116803278
