rr,x,y,z,x_final,y_final,z_final,origin,final,x_move,y_move,z_move,done
11,0.19678249344886997,0.036680435124930355,0.5297975652733695,0.1947682041602689,0.03170807449789498,0.5303002514187801,7.7153633004307665,0.5734699230559304,20,50,5,False
11,0.19678259873480664,0.036682172455286544,0.5295983102851763,0.19459378765808366,0.03155922163716923,0.5304259163077957,7.916460904916795,0.7710743969513711,22,51,8,False
11,0.19688703429265297,0.036681008865488585,0.5297950988788308,0.19475461726143867,0.03165767002537097,0.53038631980807,7.822944279310712,0.5513929051202543,21,50,6,False
11,0.19688054715385914,0.03668140802822084,0.5295990332331988,0.1947267893293103,0.031559074732525894,0.5304138297147769,8.012921948881147,0.6503062233868262,22,51,8,False
11,0.19698165056680167,0.03668102035401877,0.5296978597497476,0.19503078590713194,0.03148272942563174,0.5301357633058524,8.014811171072804,0.9622931756477215,20,52,4,False
11,0.19678336360081164,0.03668042387361975,0.5297954840622393,0.1948768486280806,0.03172095931318843,0.5305739596976304,7.71830341219204,0.17823236110046936,19,50,8,True
11,0.19698091328912012,0.03668186462689421,0.5297988602471748,0.19485504540339849,0.031733299738237644,0.5303118460165516,7.913917668839476,0.4498088418122409,21,49,5,False
11,0.1969814978737093,0.0366819719394586,0.5295981088187529,0.19509338797627424,0.03148304207829539,0.5302666838146403,8.115360994414955,0.8936620833385478,19,52,7,False
11,0.19678389184675477,0.03668043764707751,0.5297964594651067,0.19487252112476985,0.03158280256301872,0.5302389209397654,7.7178700287255655,0.6557553724459292,19,51,4,False
11,0.1968815598322341,0.036680802627214903,0.5297963510100102,0.19493077846107165,0.03163203111163693,0.5303855816784931,7.816011449438748,0.46316567094153993,20,50,6,False
11,0.1967769970594271,0.03668160065464149,0.5296009794200716,0.19484997516922956,0.03163290081582909,0.530414872042635,7.907618293996999,0.45225197230625014,19,50,8,False
11,0.19688673341099622,0.03668157289368218,0.5297958383045425,0.19475874854472747,0.03150678848336087,0.5305354733960941,7.82246800013589,0.5489895758175184,21,52,7,False
11,0.196884696848047,0.0366802617309287,0.5296978896095184,0.19488031283837973,0.03148208149130988,0.5305035601098546,7.917068969457292,0.4840455604557814,20,52,8,False
11,0.1967816581440061,0.03668045565915562,0.529699251300141,0.19484217478836569,0.03171322819229788,0.5306346176397964,7.81286250302074,0.15997937954001507,19,50,9,True
11,0.19680509703551052,0.03668221186052828,0.529691178844315,0.19471527274823802,0.031557319357741365,0.5303178266309683,7.846130051723716,0.7595812630522836,21,51,6,False
11,0.19697959636880014,0.036680978666686015,0.5297965819942535,0.1947005290730589,0.031507543180860145,0.5303872355015548,7.913993041232609,0.7546922445261367,23,52,6,False
11,0.19697960292932506,0.03668026666974905,0.5295989761865328,0.1948507366123547,0.03148299136430982,0.5304647191480215,8.11089341254123,0.5515528753139154,21,52,9,False
11,0.19688097854084985,0.03668047392091639,0.5296001249528001,0.19500081288413887,0.03155879981913229,0.5304904395026794,8.011327508966133,0.5015735623271622,19,51,9,False
11,0.19698099654544962,0.03668104322695548,0.5295999325901704,0.19477864456330854,0.0318093661482521,0.5304138346217774,8.112107182234707,0.466886963166116,22,49,8,False
11,0.1968804330400783,0.03668255765577122,0.5295993397329356,0.1947513269445881,0.031809468557098444,0.5303387427261785,8.013650962913871,0.5693988863317428,21,49,7,False
11,0.19687733093262916,0.036682538604401904,0.5296990882772004,0.1947494170021513,0.03158312325377528,0.5303636861875547,7.910781259830663,0.6537735565186747,21,51,7,False
11,0.1969808241332883,0.03668082303189574,0.5296977153508183,0.19490403038976606,0.03165772736679402,0.5305218906577198,8.013931814365659,0.2744123652521774,21,50,8,False
11,0.19678272261261703,0.03668141135151748,0.5296991927791629,0.19473168370747213,0.03155824333997104,0.5301115945717012,7.814941184971586,0.9484783808555719,21,51,4,False
11,0.19680486744356557,0.03668101055591455,0.5296877528595065,0.19486839393916672,0.03170788521085249,0.5302656255434727,7.848125139973544,0.5080953065080551,19,50,6,False
11,0.19698110782386608,0.036682158326407144,0.5295983191965875,0.19489089883671792,0.031733856148317544,0.5303518246783249,8.11494695368567,0.3734203366396044,21,49,8,False
11,0.19700438553460287,0.03668197585705085,0.5295899997410782,0.1948125051640922,0.03172327538672072,0.530625695568334,8.146361650575447,0.18852388085295602,22,50,10,True
11,0.1968812607068144,0.03668188972981984,0.5297992237900391,0.19482560150488032,0.03158292680450332,0.530389021513129,7.813926646595109,0.5524501774872431,21,51,6,False
11,0.1969805648296826,0.03668082250513749,0.5296982110658265,0.19490254084090286,0.0316775387397607,0.5305826798390887,8.013176268993561,0.19232226205342928,21,50,9,True
11,0.19688133663208815,0.03668191858329373,0.5297989807723591,0.19488927874442352,0.0316783932669978,0.5306150121681031,7.8142744430227395,0.16731582047548044,20,50,8,True
11,0.19688344563943216,0.036681565335600574,0.5296993062136085,0.19485720783467808,0.03145935201411108,0.5301555844782555,7.915704761424197,0.8778556729552717,20,52,5,False
11,0.19678215518668524,0.03668062340655692,0.5297957385922087,0.19491064641693684,0.031749462673851314,0.5305322233976121,7.717040001033376,0.17896034547340567,19,49,7,True
11,0.196784037582388,0.03668249391890532,0.5295991697880489,0.1948448461247616,0.03150867281010601,0.5301260296064261,7.917361713244391,0.8704514587062478,19,52,5,False
11,0.19678132119668812,0.03668024089317806,0.5297957935815798,0.19473051884865344,0.031631914398616845,0.5303348826067253,7.715768508286342,0.6526841460043065,21,50,5,False
11,0.1969797559119486,0.0366815446467606,0.5297966887587386,0.19500133467525466,0.03143207778380881,0.5300109205077026,7.9146117999705226,1.1083363837432052,20,52,2,False
11,0.196783364523542,0.03667967377197312,0.5296953642335568,0.19473223413461868,0.03158211880892477,0.5302848484238296,7.817674061958296,0.7507986326268784,21,51,6,False
11,0.1968813350915281,0.03668081331701062,0.5296971525457846,0.1949925100488951,0.03148210284776681,0.5303662228115146,7.914995862754043,0.6941843896136612,19,52,7,False
11,0.1969816576292158,0.03668045522345492,0.5295987261546897,0.19488244441969466,0.03163324698905984,0.530336962030984,8.113386697980951,0.4973465602614302,21,50,7,False
11,0.19678218700122643,0.0366816069400992,0.5295985495722924,0.19473107179112809,0.031583940774891364,0.5301865733700343,7.915244369033236,0.8484140639462151,21,51,6,False
11,0.1968814842777462,0.036680838225918666,0.5295971107599916,0.19477322441840667,0.03158432586634004,0.5304055976962057,8.015211743673229,0.5868520190475818,21,51,8,False
11,0.19678118338344683,0.036680860924925396,0.5295992803044254,0.1948812630855041,0.03173388790725974,0.5301869778052237,7.912764003946805,0.5478712020123705,19,49,6,False
11,0.19688221549869955,0.0366819602451493,0.529696488669693,0.1949429065978939,0.031558369629202,0.5303247710107998,7.917687074155827,0.6097659578920833,19,51,6,False
11,0.19690569828536336,0.036681016316068515,0.5296886132660021,0.19484564465892465,0.03169817368322497,0.5306156342128536,7.948101335429697,0.19054744499669152,21,50,9,True
11,0.1968802098190226,0.03668207339025964,0.5297992501204233,0.1948889865075964,0.03173580495663608,0.5305664333513626,7.813033088858917,0.1587751844049079,20,49,8,True
11,0.19698148086246497,0.03668235080336307,0.5297984790553041,0.19491115482658125,0.03158374679121541,0.530243902507196,7.915352610523923,0.633505528169806,21,51,4,False
11,0.19687622186615375,0.03668084481136896,0.5296000050347874,0.19481358748637356,0.031457923516301764,0.5302684508684505,8.007061642735236,0.8100381288740771,21,52,7,False
11,0.19687699318366889,0.0366806305503079,0.5296988764404086,0.1947491984466272,0.0315815905424975,0.5305140364032298,7.908747293568163,0.505174607645445,21,51,8,False
11,0.1969797527881061,0.03668083596753047,0.5296000134027748,0.19477142544017992,0.03163444232725238,0.5304409960908506,8.110575352861666,0.5031361417170421,22,50,8,False
11,0.1967817623655174,0.03668159925526221,0.5296981819758846,0.19488321916762827,0.0316349085768583,0.5303362135528933,7.815179644894976,0.49565870262008316,19,50,6,False
11,0.19677919613228134,0.036681590501201455,0.5297986497102812,0.19492536781515393,0.03170428044568542,0.5305753193770579,7.712136923201524,0.1957679924105421,19,50,8,True
11,0.1969817643238428,0.036681770252236234,0.5296002097424701,0.19497763467174192,0.031558048270033,0.5303303123570626,8.113324833608853,0.6392740446462541,20,51,7,False
11,0.19688159784565876,0.03668103279027923,0.529598707366289,0.19474214650069355,0.031658071754618725,0.5304926248853618,8.013923269648949,0.4571568593259162,21,50,9,False
11,0.19687748693841067,0.03668140139029713,0.5297001825122433,0.1948883291512914,0.031611076748074673,0.5306917228063812,7.908705816464495,0.1588712942526549,20,51,10,True
11,0.19698201349585023,0.036681430443648744,0.5296997651850636,0.1947738654678767,0.03140961283195037,0.530314657299634,8.013678754435372,0.8518644005388598,22,53,6,False
11,0.1969843333304652,0.03667989450511594,0.5295964928238763,0.19485336681957466,0.03163376751748165,0.5306634802333772,8.117735011704763,0.1993854295664621,21,50,11,True
11,0.1968810749623952,0.03668162128283614,0.5296008405649093,0.19475634413741036,0.03173393240617768,0.5305639362300023,8.011855680322004,0.2957872264095912,21,49,10,False
11,0.19698116683091657,0.03668197404894441,0.5296991106702474,0.19503043984737936,0.03148302850873402,0.5304376413862457,8.014030209613498,0.6597699523995804,20,52,7,False
11,0.19678337193626044,0.03668044707765744,0.5297977749878846,0.1949571778585312,0.031557325640911904,0.5303203242705993,7.716044026033236,0.629527947019981,18,51,5,False
11,0.19698129419031962,0.036681005976397174,0.5296976501911432,0.1947842613110708,0.03155797148108258,0.5302600970057423,8.014649975573523,0.7476702021042836,22,51,6,False
11,0.1967818722551665,0.0366810012061376,0.529796807800555,0.1948717246312445,0.03158311918873742,0.5302388105940288,7.716065660749006,0.6563455859892459,19,51,4,False
11,0.19678515076144815,0.03668082967215436,0.529696059488139,0.19489796518239466,0.03140769103471003,0.5301387111621914,7.819920945463438,0.9056326207038945,19,53,4,False
11,0.1969808138137357,0.036679842238071525,0.5297955330765522,0.19475893377887887,0.03165709738277363,0.5303180840709554,7.915122975254929,0.6158847673920637,22,50,5,False
11,0.19698025167420374,0.03668139618977445,0.5295983632001251,0.19470084153414396,0.03173497324533399,0.530413714441477,8.113284663853054,0.5004707790449842,23,49,8,False
11,0.19678123436335604,0.036681984260713785,0.529698351042439,0.1947691733794499,0.031658271050550704,0.5302999764550178,7.814867581630775,0.6225791149815224,20,50,6,False
11,0.19688072014239605,0.036681377721749786,0.529796837891828,0.1949104744002557,0.031737037380298816,0.5305362852067421,7.815259972317828,0.1871518132147143,20,49,7,True
11,0.19690458333884636,0.03668232752909245,0.5297897624479446,0.19475274248233218,0.03155880835558528,0.530337385713404,7.847148419994149,0.7010634486784295,22,51,5,False
11,0.1968753665844205,0.036680992251090117,0.5297986847485368,0.1948230005269162,0.03138161357627815,0.5302379146431936,7.807674086973831,0.9074712536119994,21,53,4,False
11,0.19698091840430457,0.03668006052408285,0.5295976965051956,0.19481527955480216,0.03150704414665369,0.5303516691819189,8.113282423191759,0.6760071166252019,22,52,8,False
11,0.19678214489015988,0.03668024140327558,0.5297971156117173,0.19471838776797185,0.03155547943817699,0.530249215029295,7.715270681718151,0.8269177645560954,21,51,5,False
11,0.19680537855524866,0.036700674790283105,0.5297884588478365,0.19476834236416218,0.031566629873807095,0.5303154147588769,7.767594497695179,0.6996130031537706,20,51,5,False
11,0.196782523266793,0.03668110158155652,0.5295982257824972,0.19482063684506323,0.03163440039826082,0.5306102883376667,7.915399065852313,0.28467441900922874,20,50,10,False
11,0.1969810998420933,0.036681616219349344,0.5296000564412106,0.19492546783215006,0.03145970942244174,0.530414963808666,8.112659620232055,0.6007946010422455,21,52,8,False
11,0.1967828782718627,0.03668067521681739,0.5295991484725603,0.19486929671266842,0.0314817708468092,0.5304263607833934,7.914405016119758,0.572571657128873,19,52,8,False
11,0.19678109747288786,0.03668043307575558,0.5297980845456252,0.19478169656201266,0.031406653819743,0.5304612083750282,7.7134460030182375,0.7004412432160823,20,53,7,False
11,0.19678331220307754,0.03667989877966987,0.5295990847507781,0.19474356394409842,0.03148211041796162,0.5303516705504879,7.914126231969271,0.7726550874519733,20,52,8,False
11,0.19680615339610621,0.036700428639136196,0.5295894895323363,0.19484414135710398,0.03156872363559643,0.5303418720484296,7.967092502906059,0.5952629588698855,20,51,8,False
11,0.19678135514299416,0.036681104681647536,0.5296983114086642,0.19494818271461536,0.031483584120692465,0.5303144383634752,7.814148415977468,0.7001602304476107,18,52,6,False
11,0.1969816605866675,0.03668046008266451,0.5295979686348183,0.19470335031088354,0.03155857751341745,0.5302875264269166,8.114152034513626,0.800545748782383,23,51,7,False
11,0.1968803678955161,0.03668099449020079,0.5297963166796746,0.1947149511887751,0.03165771905192201,0.5304003093090471,7.815045706042217,0.5770204502556914,22,50,6,False
11,0.19697962425678056,0.03668140376539081,0.5295990955238972,0.19490026656763143,0.03140846674857595,0.5302548762355543,8.111932498274161,0.7869235835011035,21,53,7,False
11,0.19678238748643787,0.03667988556529761,0.529697158874916,0.1948431275314356,0.031456487067273595,0.5302247993653673,7.81511417681946,0.8255860359234896,19,52,5,False
11,0.19698078413983505,0.03668059390085371,0.5297961755378038,0.1947856766121328,0.03173946382590444,0.5306590518420441,7.915202502884938,0.16580771991860088,22,49,9,True
11,0.19698003751983684,0.036682040728107934,0.5296011012664777,0.19480048237235587,0.031634599909423244,0.5302650328920278,8.110976981466983,0.6498848261930756,22,50,7,False
11,0.1969764582976379,0.03668158161391338,0.5296985821131608,0.19489848699143714,0.03175655036686516,0.5305344985019917,8.009457798390462,0.1735648734362133,21,49,8,True
11,0.1967827436245388,0.03668214472767878,0.5297984994693139,0.19485081517365221,0.03171841546518768,0.5306019412237856,7.71638888290363,0.17882813737447878,19,50,8,True
11,0.19678410838545585,0.03668187374562776,0.5296991326318373,0.19478038506756,0.031484357980432254,0.5302878428995678,7.816849499246242,0.7974140524399098,20,52,6,False
11,0.1969806033220805,0.036680446887753515,0.5296974448492482,0.1948044495516439,0.031557389972436845,0.5303712800054685,8.01360536058579,0.6168804704506925,22,51,7,False
11,0.19688103177786292,0.03668101271710811,0.5296982628950235,0.19471553020058166,0.03158160004933454,0.5305270940286122,7.913781599947461,0.5257757214715414,22,51,8,False
11,0.19688446209249405,0.036680843774718086,0.5295985502994529,0.1949324820697505,0.03155820977291751,0.53056251442899,8.016755567759187,0.361757867842899,20,51,10,False
11,0.1969814384737114,0.03668104162939706,0.5296001250394096,0.1948522974020917,0.03165895641729495,0.5303393205312986,8.112355063698867,0.49942564931466926,21,50,7,False
11,0.19678242218338174,0.036681390745066156,0.5297970098342374,0.1948107279652914,0.03168709785412199,0.5306703048234825,7.716803094210467,0.1818693571040142,20,50,9,True
11,0.196881303484159,0.0366820242035128,0.529600684762398,0.1948821773336813,0.03148373218979422,0.530187652318673,8.012642925273788,0.7964381578513813,20,52,6,False
11,0.19690393544874252,0.036680479009248534,0.5295893415733756,0.1948141460237618,0.03165779554645816,0.5302675894619758,8.04507288461545,0.6104689678041592,21,50,7,False
11,0.19700459138812293,0.036700865259463866,0.52978873580571,0.19482205172657957,0.03168782142617095,0.5306579159795349,7.966720841876801,0.1822108677144857,22,50,9,True
11,0.19688105111648857,0.036681628026004665,0.5297995790484289,0.19473175663875397,0.03163180679582994,0.5303869425271054,7.813100094064302,0.5994940383106384,21,50,6,False
11,0.19677589289071717,0.036681596776469316,0.5296011224904557,0.19472363786864458,0.03140908488297467,0.5302143566870521,7.906367176730795,1.002920561328613,21,53,6,False
11,0.19697962040653227,0.036679852679723346,0.5297958283689831,0.19495732132097665,0.03155686587438011,0.5302339418486657,7.913644717272489,0.7165135979308179,20,51,4,False
11,0.19687590818456996,0.03668101728591677,0.5296000339493397,0.1948131637813284,0.03170905616084746,0.5303680790165628,8.006891521146947,0.459701041261279,21,50,8,False
11,0.19687692056784242,0.03668215433217925,0.5296992589350737,0.1948449844835742,0.031557469440459285,0.5304408946443069,7.909815964947885,0.506651431659566,20,51,7,False
11,0.19698009087748053,0.036680994181926774,0.529797936564334,0.19485117062791207,0.03163180862478793,0.5303630034170431,7.913148495073213,0.5040173302568174,21,50,6,False
11,0.19688011036025072,0.036681576895774226,0.5296989033283812,0.194926479509681,0.0317078453940976,0.5305138261848537,7.912783927643691,0.2548079307297113,20,50,8,False
11,0.1967822810869391,0.036682149943192355,0.5297984506666243,0.19487946413878088,0.03158378896543697,0.5303872438746827,7.715980363507069,0.4995030210993706,19,51,6,False
11,0.19698142748347583,0.03668084890551632,0.5295987935032499,0.1949543162120213,0.03174996480670074,0.5305573848363465,8.113482885742208,0.19696656897401355,20,49,10,True
11,0.19698055891940253,0.036682084747603094,0.529799079979036,0.19502177189418035,0.0316338159755129,0.5303899641537296,7.91356368796961,0.5479917649377775,20,50,6,False
11,0.19700362491910178,0.036681582422612935,0.5297892900357674,0.19493886207504074,0.03155727542018155,0.5303923134676384,7.94591730594732,0.5392731872207734,21,51,6,False
11,0.19699458592817556,0.036681007736920235,0.5296931997454633,0.19486503447125678,0.031458197190234,0.5302827329853499,8.032393919632508,0.7440353531592697,21,52,6,False
11,0.19688150390633757,0.03668061591635868,0.5297966855888593,0.19490363683626352,0.0316568241571253,0.5303868335578906,7.815434233836932,0.4099791212475584,20,50,6,False
11,0.19698074707989932,0.03668136830849417,0.5297975806043779,0.19496643050112075,0.03145584919411536,0.5305511697579841,7.914534784015576,0.5094115490212464,20,52,8,False
11,0.19698328659778752,0.03668062820293333,0.5296988259071526,0.19493387904283893,0.031658297177191555,0.5302109677050983,8.015088893568251,0.6146141605489902,20,50,5,False
11,0.19698310761379492,0.0366814012186521,0.5295969727410559,0.19493113287401553,0.031560367837771774,0.5300451983213916,8.117536091391099,0.8755667148520885,21,51,4,False
11,0.19688128281905073,0.03668103239345549,0.5295965322657487,0.19483069770066636,0.0315080761838072,0.5302608730003069,8.015782946757533,0.7503531152194959,21,52,7,False
11,0.1968781385721617,0.0366802552596322,0.5296984420700208,0.19489401682685373,0.031558375646191295,0.5303906119690125,7.909951761773032,0.5069955579424246,20,51,7,False
11,0.1967820576312868,0.036681023715279426,0.5296980378260459,0.1947813154235042,0.03155804652516597,0.5303617127514612,7.815043520520343,0.6489252998686246,20,51,7,False
11,0.19688152872674985,0.03668103268504358,0.5295987016860195,0.1947729412826773,0.03163425378160062,0.5304912380050453,8.01385972577387,0.45156693067674447,21,50,9,False
11,0.19678112689147906,0.03668160565405337,0.5296990489918896,0.19480620098313098,0.03163312249825462,0.5306124722518565,7.813683553642814,0.29820426675786216,20,50,9,False
11,0.19698020110091896,0.036681574392666394,0.5297988452494324,0.19470080948251675,0.0314569902339588,0.5303883625659542,7.912930244152877,0.8038377175701578,23,52,6,False
11,0.19698354303468568,0.03668061987817123,0.5296967525855233,0.1947504805947851,0.03154241156001464,0.5302871805069502,8.017410327333579,0.7699273382499594,22,51,6,False
11,0.19697746129411398,0.036680870543136235,0.5297977622928903,0.1947920757064664,0.031774057996402594,0.5306451448389242,7.910569544359841,0.1868374510119175,22,49,8,True
11,0.1969845561099445,0.036682659178086385,0.5296981872582478,0.194803149415965,0.03148270467586339,0.5305134438680343,8.019028029783048,0.5507020401372131,22,52,8,False
11,0.1967815842395452,0.03668046066098596,0.5296991413687102,0.19487016159477558,0.03173524559019787,0.5305691465354219,7.812903531820902,0.1754462796046269,19,49,9,True
11,0.19688175888850656,0.03668200862157034,0.5296002879007826,0.1947919093922532,0.03165856759372106,0.5302773979362245,8.013479609294244,0.6221250778011694,21,50,7,False
11,0.19690415946037465,0.03668141202838354,0.5295895343045576,0.19488951826249265,0.03165825353904124,0.5303431625450323,8.046037184200578,0.4590656534337184,20,50,8,False
11,0.1969825973309292,0.03668139082005656,0.5296972792287753,0.19483131214650162,0.03163313020253283,0.530270539119923,8.01670892221043,0.6150185310425382,22,50,6,False
11,0.196880079016059,0.03668159793397324,0.5295989208626437,0.19490172521331625,0.03165787668735405,0.5301883197276261,8.012756087388496,0.6055287983360164,20,50,6,False
11,0.1969034587671835,0.03668140503189937,0.5295894202599282,0.19491407083320006,0.03173284964786134,0.5302584868958979,8.04544353915465,0.4727342894407377,20,49,7,False
11,0.19678269159647738,0.03668196346634339,0.529697225945857,0.1948681746322519,0.03163401407254324,0.5305257794191509,7.817429116963731,0.3220318760538965,19,50,8,False
11,0.19688120098026857,0.03668161576318346,0.5296000254568574,0.19482707981526026,0.031459332405149684,0.5302640106460458,8.012791286594627,0.7995771335442131,21,52,7,False
11,0.19698489769274805,0.03668061769865655,0.5297948989893382,0.19488273088667696,0.03170743051878022,0.530459818133448,7.920616402066372,0.30002046109475766,21,50,7,False
11,0.1967820989303116,0.036682159688356586,0.5296987496794054,0.19490637716925957,0.03148334856777263,0.5302114300942078,7.815508939262694,0.7615985072791098,19,52,5,False
11,0.19688192283851327,0.03668042591438142,0.5297959697916583,0.19489644558687705,0.031573385972675616,0.5307179693960158,7.8163789612363255,0.19813783646316363,20,51,9,True
11,0.19688642607356271,0.03668115203594319,0.5296986268861332,0.19473764484862396,0.03165926260423836,0.5302947205773219,7.918951223372633,0.6583719698157603,21,50,6,False
11,0.19690854528755591,0.03668139971880241,0.5296871248195594,0.1949810054796514,0.03165853029086714,0.5303614929152001,7.952820186798909,0.5109822735841346,19,50,7,False
11,0.19698248457033563,0.03668139877336829,0.529697721431531,0.19479482712892926,0.03145739307962235,0.5304596711829611,8.016161912172832,0.6381086084872173,22,52,8,False
11,0.19687979820999635,0.036680653032408916,0.5295999917940889,0.19475106898553748,0.031732505790842594,0.53041431736105,8.010459448316325,0.4521078625698144,21,49,8,False
11,0.19678148754498337,0.03668195215501263,0.5297976440323591,0.1949060799960745,0.03148328757539093,0.5301604250232511,7.715795667636888,0.8123673974324286,19,52,4,False
