,Temporal Difference Loss,Mean Reward,Epsilon,Mean Durations
0,0.0,-593.4173583984375,0.8995793461799622,16.200000762939453
1,28.095903396606445,-621.7454223632812,0.8991546630859375,17.0
2,31.94559669494629,-595.8004150390625,0.8987302184104919,20.200000762939453
3,16.342267990112305,-654.2249755859375,0.8983059525489807,26.0
4,42.86780548095703,-618.2828369140625,0.8978818655014038,23.200000762939453
5,23.677898406982422,-637.6444702148438,0.8974580764770508,22.600000381469727
6,31.22292709350586,-720.8598022460938,0.8970344066619873,37.20000076293945
7,19.655973434448242,-543.4404296875,0.8966110348701477,7.199999809265137
8,19.485393524169922,-517.2672729492188,0.8961878418922424,4.0
9,19.404132843017578,-572.4293823242188,0.8957648277282715,14.0
10,11.875106811523438,-653.4920043945312,0.8953420519828796,23.600000381469727
11,1.1377830505371094,-756.6781005859375,0.8949195146560669,30.200000762939453
12,15.907903671264648,-710.3109130859375,0.8944971561431885,38.599998474121094
13,19.524789810180664,-575.2830810546875,0.8940749764442444,12.199999809265137
14,16.04095458984375,-676.4210205078125,0.8936530351638794,23.0
15,15.762325286865234,-706.38134765625,0.8932313323020935,39.0
16,30.183177947998047,-525.4537963867188,0.8928098082542419,4.599999904632568
17,15.87176513671875,-603.0364379882812,0.8923885226249695,23.399999618530273
18,19.23427391052246,-529.1859741210938,0.8919674158096313,4.599999904632568
19,19.277488708496094,-576.8562622070312,0.8915465474128723,13.0
20,36.69034194946289,-538.4647216796875,0.8911259174346924,6.0
21,16.37376594543457,-542.0978393554688,0.8907054662704468,8.0
22,22.794395446777344,-578.8128662109375,0.8902851939201355,11.800000190734863
23,29.49355697631836,-531.5809326171875,0.8898651599884033,4.800000190734863
24,5.501100063323975,-504.18524169921875,0.8894453048706055,23.600000381469727
25,22.44970703125,-629.2920532226562,0.8890256881713867,21.0
26,15.736465454101562,-591.7952270507812,0.8886063098907471,13.800000190734863
27,25.861310958862305,-608.4480590820312,0.8881871104240417,25.0
28,12.434747695922852,-615.3453979492188,0.8877680897712708,18.200000762939453
29,32.614532470703125,-619.3780517578125,0.8873493075370789,18.799999237060547
30,32.679664611816406,-578.3068237304688,0.8869307637214661,10.199999809265137
31,28.932636260986328,-581.7059326171875,0.8865123987197876,14.800000190734863
32,25.96706771850586,-571.2172241210938,0.8860942721366882,10.0
33,28.407100677490234,-671.845947265625,0.8856763243675232,30.200000762939453
34,15.407478332519531,-605.6698608398438,0.8852585554122925,19.399999618530273
35,12.517658233642578,-657.2674560546875,0.8848410248756409,26.799999237060547
36,35.173828125,-600.0648803710938,0.8844237327575684,37.20000076293945
37,5.821526050567627,-512.7554321289062,0.8840066194534302,2.5999999046325684
38,37.96791458129883,-490.1590576171875,0.8835897445678711,21.799999237060547
39,22.201831817626953,-501.323486328125,0.8831730484962463,23.600000381469727
40,18.993350982666016,-570.7966918945312,0.8827565312385559,11.800000190734863
41,10.426689147949219,-612.8231811523438,0.8823402523994446,20.799999237060547
42,25.584362030029297,-519.677001953125,0.8819242119789124,3.5999999046325684
43,22.111480712890625,-608.6098022460938,0.8815083503723145,16.600000381469727
44,12.997601509094238,-608.8416137695312,0.8810927271842957,17.0
45,18.653085708618164,-540.7484741210938,0.8806772828102112,10.199999809265137
46,21.12694549560547,-537.2332153320312,0.880262017250061,6.0
